Count,sender,sender_id,receiver,receiver_id,amount,currency,Mt,year,direction,category,send region,receiver region,mx/mt
158,Industrial and Commercial Bank of China,IACBCASEWNX,Mashreq Bank,MBMAMEAE4ZY,3158.9,EUR,MT950,2019,Incoming,Interbank Settlement,Caribbean,Middle East,MT
159,UBS,UBSXCAE3O4P,BNP Paribas,BPBNSAGC7SV,5949.45,USD,MT910,2022,Incoming,Investment,Caribbean,Africa,MT
160,Wells Fargo,WFWENAPH7O1,Standard Chartered,SCSTSAJOP2N,72438.04,USD,MT799,2018,Incoming,Loan Disbursement,North America,Southeast Asia,MT
161,Industrial and Commercial Bank of China,IACBCASEWNX,National Bank of Fujairah,NBOFMEAE56L,4421.05,CNY,MT799,2021,Outgoing,Retail Payment,Caribbean,Middle East,MT
162,BNP Paribas,BPBNSAGC7SV,RAK Bank,RBRAMEAANF7,6132451.0,JPY,MT950,2023,Outgoing,Investment,South Asia,Middle East,MT
163,BNP Paribas,BPBNSAGC7SV,Dubai Islamic Bank,DIBDMEA5E82,64628.33,AED,MT910,2020,Outgoing,Retail Payment,South Asia,Middle East,MT
164,UBS,UBSXCAE3O4P,United Arab Bank,UABUMEAPCIA,8191.73,USD,MT202,2015,Outgoing,Trade Finance,Caribbean,Middle East,MT
165,Deutsche Bank,DBDEAFDWKG7,Standard Chartered,SCSTSAJOP2N,2874.74,EUR,MT760,2019,Incoming,Trade Finance,Africa,Latin America,MT
166,UBS,UBSXCAE3O4P,First Abu Dhabi Bank,FADBMEA2699,190501.0,AED,MT910,2015,Outgoing,FX Settlement,Caribbean,Middle East,MT
167,JPMorgan Chase,JCJPCSPOOGD,BNP Paribas,BPBNSAGC7SV,758.62,USD,MT799,2019,Outgoing,Retail Payment,Central Asia,South Asia,MT
168,Abu Dhabi Commercial Bank,ADCBMEAD03P,UBS,UBSXCAE3O4P,5898.44,USD,MT103,2019,Outgoing,Retail Payment,Middle East,Southeast Asia,MT
169,Mashreq Bank,MBMAMEAE4ZY,Commercial Bank of Dubai,CBODMEA7WUU,70518.64,EUR,MT910,2022,Outgoing,Interbank Settlement,Middle East,Middle East,MT
170,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,5292.12,USD,MT799,2016,Incoming,Investment,South Asia,Middle East,MT
171,JPMorgan Chase,JCJPCSPOOGD,RAK Bank,RBRAMEAANF7,4986134.0,JPY,MT103,2015,Incoming,FX Settlement,Central Asia,Middle East,MT
172,Barclays,BBARCAJJO3R,Citibank,CCITCSAWGWT,453763.45,USD,MT799,2019,Outgoing,Treasury Operations,Caribbean,Southeast Asia,MT
173,Deutsche Bank,DBDEAFDWKG7,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,17142.62,USD,MT910,2018,Outgoing,Loan Disbursement,Africa,Middle East,MT
174,HSBC,HSBCSAJE8V3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,27448.6,USD,MT950,2022,Outgoing,Investment,South Asia,Middle East,MT
175,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,14405.08,USD,MT799,2019,Outgoing,FX Settlement,Europe,Middle East,MT
176,BNP Paribas,BPBNSAGC7SV,Sharjah Islamic Bank,SIBSMEAWAQ7,4986.25,EUR,MT202,2019,Outgoing,Interbank Settlement,South Asia,Middle East,MT
177,Standard Chartered,SCSTSAJOP2N,Commercial Bank of Dubai,CBODMEA7WUU,28661.75,USD,MT700,2020,Incoming,Trade Finance,South Asia,Middle East,MT
178,Industrial and Commercial Bank of China,IACBCASEWNX,UBS,UBSXCAE3O4P,40650.59,USD,MT202,2017,Incoming,Retail Payment,Caribbean,Caribbean,MT
179,Dubai Islamic Bank,DIBDMEA5E82,Bank of China,BOCBLAUE3HB,115323.95,USD,MT799,2015,Outgoing,Trade Finance,Middle East,Africa,MT
180,Mashreq Bank,MBMAMEAE4ZY,First Abu Dhabi Bank,FADBMEA2699,293057.59,USD,MT940,2021,Incoming,Corporate Payment,Middle East,Middle East,MT
181,Bank of America,BOABAPYTBUG,Emirates NBD,ENEMMEA6RXO,154506.22,USD,MT950,2022,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT
182,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,United Arab Bank,UABUMEAPCIA,25887.61,USD,MT103,2019,Incoming,Interbank Settlement,Asia Pacific,Middle East,MT
183,Royal Bank of Canada,RBOCAPJ0UHW,Mashreq Bank,MBMAMEAE4ZY,3495.08,USD,MT700,2017,Outgoing,Trade Finance,Asia Pacific,Middle East,MT
184,Deutsche Bank,DBDEAFDWKG7,Abu Dhabi Commercial Bank,ADCBMEAD03P,265721.87,USD,MT950,2015,Outgoing,Trade Finance,Africa,Middle East,MT
185,Wells Fargo,WFWENAPH7O1,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,47016.45,USD,MT103,2020,Outgoing,Treasury Operations,North America,Middle East,MT
186,Dubai Islamic Bank,DIBDMEA5E82,Abu Dhabi Commercial Bank,ADCBMEAD03P,77404.81,AED,MT700,2021,Outgoing,FX Settlement,Middle East,Middle East,MT
187,JPMorgan Chase,JCJPCSPOOGD,Dubai Islamic Bank,DIBDMEA5E82,19252.5,USD,MT103,2016,Incoming,Interbank Settlement,Central Asia,Middle East,MT
188,Credit Suisse,CSCREUD3JR5,Commercial Bank of Dubai,CBODMEA7WUU,191028.1,USD,MT760,2023,Outgoing,Investment,Europe,Middle East,MT
189,Royal Bank of Canada,RBOCAPJ0UHW,Abu Dhabi Commercial Bank,ADCBMEAD03P,7226.95,EUR,MT950,2017,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
190,Wells Fargo,WFWENAPH7O1,Commercial Bank of Dubai,CBODMEA7WUU,98088.79,USD,MT799,2021,Outgoing,Trade Finance,North America,Middle East,MT
191,Credit Suisse,CSCREUD3JR5,Barclays,BBARCAJJO3R,8682.75,USD,MT910,2017,Incoming,Loan Disbursement,Europe,Caribbean,MT
192,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,155634.02,AED,MT202,2021,Incoming,FX Settlement,Asia Pacific,Middle East,MT
193,Citibank,CCITCSAWGWT,JPMorgan Chase,JCJPCSPOOGD,15202.79,USD,MT760,2023,Incoming,Investment,Central Asia,North America,MT
194,Deutsche Bank,DBDEAFDWKG7,Abu Dhabi Islamic Bank,ADIBMEAAD1L,7919.03,USD,MT202,2023,Incoming,Loan Disbursement,Africa,Middle East,MT
195,Abu Dhabi Commercial Bank,ADCBMEAD03P,Emirates NBD,ENEMMEA6RXO,22655.77,GBP,MT940,2019,Incoming,Trade Finance,Middle East,Middle East,MT
196,Barclays,BBARCAJJO3R,RAK Bank,RBRAMEAANF7,302741.93,AED,MT910,2023,Incoming,Investment,Caribbean,Middle East,MT
197,BNP Paribas,BPBNSAGC7SV,United Arab Bank,UABUMEAPCIA,95989.25,AED,MT202,2018,Outgoing,Retail Payment,South Asia,Middle East,MT
198,UBS,UBSXCAE3O4P,United Arab Bank,UABUMEAPCIA,336182.64,AED,MT760,2019,Outgoing,Interbank Settlement,Caribbean,Middle East,MT
199,First Abu Dhabi Bank,FADBMEA2699,First Abu Dhabi Bank,FADBMEA2699,17202.79,AED,MT940,2016,Incoming,Retail Payment,Middle East,Middle East,MT
200,Deutsche Bank,DBDEAFDWKG7,Abu Dhabi Commercial Bank,ADCBMEAD03P,7467.91,GBP,MT799,2019,Incoming,FX Settlement,Africa,Middle East,MT
201,JPMorgan Chase,JCJPCSPOOGD,Emirates NBD,ENEMMEA6RXO,10369.42,USD,MT103,2023,Outgoing,Interbank Settlement,Central Asia,Asia Pacific,MT
202,Royal Bank of Canada,RBOCAPJ0UHW,Sharjah Islamic Bank,SIBSMEAWAQ7,111033.17,AED,MT760,2022,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
203,Morgan Stanley,MSMOAFSRT5V,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,7765.76,AED,MT950,2019,Incoming,Corporate Payment,Africa,Middle East,MT
204,Bank of America,BOABAPYTBUG,Commercial Bank of Dubai,CBODMEA7WUU,332675.75,GBP,MT700,2020,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
205,Abu Dhabi Commercial Bank,ADCBMEAD03P,JPMorgan Chase,JCJPCSPOOGD,173720.9,USD,MT950,2020,Incoming,FX Settlement,Middle East,Europe,MT
206,UBS,UBSXCAE3O4P,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,70652.17,USD,MT202,2019,Outgoing,Treasury Operations,Caribbean,Middle East,MT
207,First Abu Dhabi Bank,FADBMEA2699,Credit Suisse,CSCREUD3JR5,14800.05,EUR,MT103,2019,Incoming,Corporate Payment,Middle East,Caribbean,MT
208,Industrial and Commercial Bank of China,IACBCASEWNX,United Arab Bank,UABUMEAPCIA,108402.05,USD,MT760,2018,Incoming,Retail Payment,Caribbean,Middle East,MT
209,Citibank,CCITCSAWGWT,RAK Bank,RBRAMEAANF7,1943.63,USD,MT940,2023,Outgoing,Corporate Payment,Central Asia,Middle East,MT
210,Dubai Islamic Bank,DIBDMEA5E82,Sharjah Islamic Bank,SIBSMEAWAQ7,190324.78,EUR,MT760,2020,Incoming,Trade Finance,Middle East,Middle East,MT
211,Morgan Stanley,MSMOAFSRT5V,RAK Bank,RBRAMEAANF7,209219.6,USD,MT760,2022,Incoming,Trade Finance,Africa,Middle East,MT
212,Mashreq Bank,MBMAMEAE4ZY,Mashreq Bank,MBMAMEAE4ZY,67024.51,EUR,MT103,2019,Outgoing,FX Settlement,Middle East,Middle East,MT
213,Mashreq Bank,MBMAMEAE4ZY,Bank of China,BOCBLAUE3HB,14934.61,USD,MT202,2019,Outgoing,Loan Disbursement,Middle East,Caribbean,MT
214,Citibank,CCITCSAWGWT,Abu Dhabi Islamic Bank,ADIBMEAAD1L,16407.19,USD,MT799,2023,Outgoing,Retail Payment,Central Asia,Middle East,MT
215,Industrial and Commercial Bank of China,IACBCASEWNX,First Abu Dhabi Bank,FADBMEA2699,74011.27,EUR,MT940,2015,Outgoing,Corporate Payment,Caribbean,Middle East,MT
216,Deutsche Bank,DBDEAFDWKG7,Dubai Islamic Bank,DIBDMEA5E82,37039.22,USD,MT910,2019,Outgoing,Interbank Settlement,Africa,Middle East,MT
217,UBS,UBSXCAE3O4P,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,28348.66,EUR,MT799,2021,Outgoing,Investment,Caribbean,Middle East,MT
218,Citibank,CCITCSAWGWT,Abu Dhabi Islamic Bank,ADIBMEAAD1L,8299.33,AUD,MT700,2023,Incoming,Investment,Central Asia,Middle East,MT
219,Industrial and Commercial Bank of China,IACBCASEWNX,Sharjah Islamic Bank,SIBSMEAWAQ7,29781.68,USD,MT950,2022,Outgoing,Investment,Caribbean,Middle East,MT
220,Citibank,CCITCSAWGWT,Morgan Stanley,MSMOAFSRT5V,79881.49,GBP,MT103,2019,Incoming,Investment,Central Asia,Latin America,MT
221,Wells Fargo,WFWENAPH7O1,Commercial Bank of Dubai,CBODMEA7WUU,73401.99,SGD,MT799,2018,Outgoing,Treasury Operations,North America,Middle East,MT
222,Credit Suisse,CSCREUD3JR5,United Arab Bank,UABUMEAPCIA,1211887.0,JPY,MT799,2022,Incoming,Investment,Europe,Middle East,MT
223,Goldman Sachs,GSGOAPYB7P0,Deutsche Bank,DBDEAFDWKG7,55253.14,EUR,MT700,2019,Outgoing,FX Settlement,Asia Pacific,Europe,MT
224,BNP Paribas,BPBNSAGC7SV,National Bank of Fujairah,NBOFMEAE56L,57130.61,USD,MT103,2016,Incoming,Corporate Payment,South Asia,Middle East,MT
225,Royal Bank of Canada,RBOCAPJ0UHW,First Abu Dhabi Bank,FADBMEA2699,4978.64,USD,MT103,2017,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
226,Emirates NBD,ENEMMEA6RXO,First Abu Dhabi Bank,FADBMEA2699,871.24,USD,MT910,2017,Incoming,Corporate Payment,Middle East,Middle East,MT
227,JPMorgan Chase,JCJPCSPOOGD,Mashreq Bank,MBMAMEAE4ZY,20459.33,EUR,MT799,2022,Outgoing,Corporate Payment,Central Asia,Middle East,MT
228,Standard Chartered,SCSTSAJOP2N,Abu Dhabi Commercial Bank,ADCBMEAD03P,101382.59,EUR,MT940,2019,Incoming,Interbank Settlement,South Asia,Middle East,MT
229,Bank of China,BOCBLAUE3HB,Abu Dhabi Islamic Bank,ADIBMEAAD1L,53751.75,CAD,MT799,2017,Outgoing,Loan Disbursement,Latin America,Middle East,MT
230,Bank of China,BOCBLAUE3HB,Mashreq Bank,MBMAMEAE4ZY,7923103.0,JPY,MT103,2019,Incoming,Retail Payment,Latin America,Middle East,MT
231,Bank of America,BOABAPYTBUG,Mashreq Bank,MBMAMEAE4ZY,2707.34,USD,MT760,2021,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
232,Mashreq Bank,MBMAMEAE4ZY,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,16229.95,EUR,MT950,2020,Incoming,Interbank Settlement,Middle East,Middle East,MT
233,HSBC,HSBCSAJE8V3,Emirates NBD,ENEMMEA6RXO,450094.0,JPY,MT940,2023,Outgoing,Loan Disbursement,South Asia,Middle East,MT
234,Industrial and Commercial Bank of China,IACBCASEWNX,Sharjah Islamic Bank,SIBSMEAWAQ7,24215.5,USD,MT950,2019,Incoming,Interbank Settlement,Caribbean,Middle East,MT
235,BNP Paribas,BPBNSAGC7SV,Commercial Bank of Dubai,CBODMEA7WUU,6931.78,GBP,MT700,2020,Outgoing,Loan Disbursement,South Asia,Middle East,MT
236,Royal Bank of Canada,RBOCAPJ0UHW,Commercial Bank of Dubai,CBODMEA7WUU,20599.33,EUR,MT202,2021,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
237,UBS,UBSXCAE3O4P,RAK Bank,RBRAMEAANF7,35422.88,USD,MT760,2016,Incoming,FX Settlement,Caribbean,Middle East,MT
238,BNP Paribas,BPBNSAGC7SV,Emirates NBD,ENEMMEA6RXO,212032.25,USD,MT760,2015,Incoming,Trade Finance,South Asia,Southeast Asia,MT
239,Standard Chartered,SCSTSAJOP2N,Emirates NBD,ENEMMEA6RXO,56991.95,USD,MT103,2022,Incoming,FX Settlement,South Asia,Middle East,MT
240,JPMorgan Chase,JCJPCSPOOGD,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,40974.23,USD,MT700,2015,Incoming,Trade Finance,Central Asia,Middle East,MT
241,HSBC,HSBCSAJE8V3,First Abu Dhabi Bank,FADBMEA2699,230015.03,EUR,MT799,2020,Outgoing,Trade Finance,South Asia,Middle East,MT
242,BNP Paribas,BPBNSAGC7SV,RAK Bank,RBRAMEAANF7,87938.97,USD,MT700,2018,Incoming,Corporate Payment,South Asia,Middle East,MT
243,BNP Paribas,BPBNSAGC7SV,Dubai Islamic Bank,DIBDMEA5E82,9204.78,USD,MT103,2021,Outgoing,Interbank Settlement,South Asia,Middle East,MT
244,HSBC,HSBCSAJE8V3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,17642.35,AED,MT700,2019,Incoming,Treasury Operations,South Asia,Middle East,MT
245,Barclays,BBARCAJJO3R,Abu Dhabi Commercial Bank,ADCBMEAD03P,3621.18,EUR,MT910,2016,Incoming,Corporate Payment,Caribbean,Middle East,MT
246,HSBC,HSBCSAJE8V3,BNP Paribas,BPBNSAGC7SV,66135.62,SGD,MT940,2016,Incoming,Interbank Settlement,South Asia,North America,MT
247,Abu Dhabi Commercial Bank,ADCBMEAD03P,Sharjah Islamic Bank,SIBSMEAWAQ7,4236.29,EUR,MT910,2021,Incoming,Trade Finance,Middle East,Middle East,MT
248,Abu Dhabi Commercial Bank,ADCBMEAD03P,Wells Fargo,WFWENAPH7O1,207795.99,AED,MT950,2016,Incoming,Treasury Operations,Middle East,South Asia,MT
249,Goldman Sachs,GSGOAPYB7P0,RAK Bank,RBRAMEAANF7,5336.74,GBP,MT760,2023,Incoming,Investment,Asia Pacific,Middle East,MT
250,BNP Paribas,BPBNSAGC7SV,Emirates NBD,ENEMMEA6RXO,53975.81,GBP,MT760,2018,Incoming,Interbank Settlement,South Asia,Middle East,MT
251,Dubai Islamic Bank,DIBDMEA5E82,Dubai Islamic Bank,DIBDMEA5E82,4420.94,USD,MT799,2020,Incoming,Retail Payment,Middle East,Middle East,MT
252,Citibank,CCITCSAWGWT,United Arab Bank,UABUMEAPCIA,21281.05,AED,MT910,2023,Outgoing,Corporate Payment,Central Asia,Middle East,MT
253,Deutsche Bank,DBDEAFDWKG7,First Abu Dhabi Bank,FADBMEA2699,32384.41,EUR,MT760,2018,Incoming,Interbank Settlement,Africa,Middle East,MT
254,UBS,UBSXCAE3O4P,Deutsche Bank,DBDEAFDWKG7,135323.86,GBP,MT910,2021,Incoming,Corporate Payment,Caribbean,Europe,MT
255,Deutsche Bank,DBDEAFDWKG7,JPMorgan Chase,JCJPCSPOOGD,8749.89,EUR,MT202,2019,Outgoing,Corporate Payment,Africa,Central Asia,MT
256,Dubai Islamic Bank,DIBDMEA5E82,Dubai Islamic Bank,DIBDMEA5E82,13133.86,EUR,MT202,2021,Outgoing,Corporate Payment,Middle East,Middle East,MT
257,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,Emirates NBD,ENEMMEA6RXO,15911.18,GBP,MT910,2023,Incoming,Treasury Operations,Asia Pacific,Middle East,MT
258,JPMorgan Chase,JCJPCSPOOGD,National Bank of Fujairah,NBOFMEAE56L,275637.3,AED,MT799,2018,Outgoing,Corporate Payment,Central Asia,Middle East,MT
259,HSBC,HSBCSAJE8V3,Dubai Islamic Bank,DIBDMEA5E82,40099.44,EUR,MT799,2022,Outgoing,Investment,South Asia,Middle East,MT
260,Deutsche Bank,DBDEAFDWKG7,Abu Dhabi Commercial Bank,ADCBMEAD03P,17913.33,GBP,MT700,2023,Outgoing,Retail Payment,Africa,Europe,MT
261,HSBC,HSBCSAJE8V3,Sharjah Islamic Bank,SIBSMEAWAQ7,71795.26,AED,MT940,2018,Incoming,Loan Disbursement,South Asia,Middle East,MT
262,Goldman Sachs,GSGOAPYB7P0,Credit Suisse,CSCREUD3JR5,2391.26,USD,MT760,2019,Incoming,Investment,Asia Pacific,Asia Pacific,MT
263,Bank of China,BOCBLAUE3HB,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,215724.67,USD,MT799,2018,Outgoing,Interbank Settlement,Latin America,Middle East,MT
264,Morgan Stanley,MSMOAFSRT5V,Dubai Islamic Bank,DIBDMEA5E82,141478.23,EUR,MT940,2021,Incoming,Loan Disbursement,Africa,Middle East,MT
265,JPMorgan Chase,JCJPCSPOOGD,Barclays,BBARCAJJO3R,182113.55,AED,MT910,2021,Outgoing,Corporate Payment,Central Asia,Caribbean,MT
266,Royal Bank of Canada,RBOCAPJ0UHW,Commercial Bank of Dubai,CBODMEA7WUU,252438.86,AED,MT799,2018,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT
267,BNP Paribas,BPBNSAGC7SV,Mashreq Bank,MBMAMEAE4ZY,4214.65,EUR,MT940,2021,Outgoing,Interbank Settlement,South Asia,Middle East,MT
268,Royal Bank of Canada,RBOCAPJ0UHW,Sharjah Islamic Bank,SIBSMEAWAQ7,21027.61,USD,MT202,2021,Incoming,FX Settlement,Asia Pacific,Middle East,MT
269,Barclays,BBARCAJJO3R,First Abu Dhabi Bank,FADBMEA2699,2391.39,EUR,MT799,2019,Incoming,Treasury Operations,Caribbean,Middle East,MT
270,Industrial and Commercial Bank of China,IACBCASEWNX,RAK Bank,RBRAMEAANF7,1957.96,USD,MT103,2018,Incoming,Interbank Settlement,Caribbean,Middle East,MT
271,Citibank,CCITCSAWGWT,Sharjah Islamic Bank,SIBSMEAWAQ7,70879.33,AED,MT760,2018,Outgoing,Loan Disbursement,Central Asia,Middle East,MT
272,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,RAK Bank,RBRAMEAANF7,27696.93,USD,MT103,2017,Incoming,Loan Disbursement,Asia Pacific,Middle East,MT
273,Goldman Sachs,GSGOAPYB7P0,Mashreq Bank,MBMAMEAE4ZY,18869.24,GBP,MT799,2021,Incoming,Trade Finance,Asia Pacific,Middle East,MT
274,Citibank,CCITCSAWGWT,First Abu Dhabi Bank,FADBMEA2699,291615.93,USD,MT950,2021,Outgoing,Treasury Operations,Central Asia,Middle East,MT
275,Barclays,BBARCAJJO3R,Sharjah Islamic Bank,SIBSMEAWAQ7,31371.13,AUD,MT700,2016,Outgoing,Retail Payment,Caribbean,Middle East,MT
276,Emirates NBD,ENEMMEA6RXO,Sharjah Islamic Bank,SIBSMEAWAQ7,21431.67,USD,MT910,2016,Incoming,FX Settlement,Middle East,Middle East,MT
277,UBS,UBSXCAE3O4P,Commercial Bank of Dubai,CBODMEA7WUU,2303267.0,JPY,MT950,2018,Incoming,FX Settlement,Caribbean,Middle East,MT
278,HSBC,HSBCSAJE8V3,Abu Dhabi Commercial Bank,ADCBMEAD03P,6173.56,USD,MT760,2015,Incoming,Interbank Settlement,South Asia,Middle East,MT
279,Credit Suisse,CSCREUD3JR5,Goldman Sachs,GSGOAPYB7P0,19739.89,USD,MT799,2017,Outgoing,FX Settlement,Europe,Latin America,MT
280,HSBC,HSBCSAJE8V3,United Arab Bank,UABUMEAPCIA,4444.73,USD,MT103,2018,Incoming,Corporate Payment,South Asia,Middle East,MT
281,Barclays,BBARCAJJO3R,United Arab Bank,UABUMEAPCIA,855.37,USD,MT760,2016,Incoming,Interbank Settlement,Caribbean,Middle East,MT
282,Goldman Sachs,GSGOAPYB7P0,Emirates NBD,ENEMMEA6RXO,71232.98,GBP,MT700,2023,Incoming,FX Settlement,Asia Pacific,Middle East,MT
283,BNP Paribas,BPBNSAGC7SV,Emirates NBD,ENEMMEA6RXO,25999.13,GBP,MT910,2016,Outgoing,Investment,South Asia,Middle East,MT
284,Barclays,BBARCAJJO3R,Mashreq Bank,MBMAMEAE4ZY,1828.28,USD,MT950,2015,Outgoing,FX Settlement,Caribbean,Central Asia,MT
285,Emirates NBD,ENEMMEA6RXO,National Bank of Fujairah,NBOFMEAE56L,70167.06,AED,MT700,2021,Incoming,Loan Disbursement,Middle East,Middle East,MT
286,Abu Dhabi Commercial Bank,ADCBMEAD03P,Commercial Bank of Dubai,CBODMEA7WUU,16459.22,EUR,MT799,2023,Outgoing,FX Settlement,Middle East,Middle East,MT
287,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,First Abu Dhabi Bank,FADBMEA2699,84154.48,EUR,MT950,2017,Incoming,Corporate Payment,Asia Pacific,Middle East,MT
288,Citibank,CCITCSAWGWT,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,109944.58,AED,MT103,2015,Incoming,FX Settlement,Central Asia,Middle East,MT
289,UBS,UBSXCAE3O4P,Abu Dhabi Commercial Bank,ADCBMEAD03P,119513.66,AED,MT940,2022,Outgoing,Retail Payment,Caribbean,Middle East,MT
290,Bank of China,BOCBLAUE3HB,National Bank of Fujairah,NBOFMEAE56L,2290.95,EUR,MT910,2022,Incoming,Corporate Payment,Latin America,Middle East,MT
291,Abu Dhabi Commercial Bank,ADCBMEAD03P,Wells Fargo,WFWENAPH7O1,18371.9,USD,MT700,2018,Outgoing,Loan Disbursement,Middle East,Southeast Asia,MT
292,Goldman Sachs,GSGOAPYB7P0,Mashreq Bank,MBMAMEAE4ZY,41328.13,USD,MT940,2015,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
293,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,First Abu Dhabi Bank,FADBMEA2699,39769.99,USD,MT940,2020,Outgoing,Corporate Payment,Asia Pacific,Middle East,MT
294,Bank of America,BOABAPYTBUG,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,21756.2,AED,MT760,2019,Outgoing,Loan Disbursement,Asia Pacific,Middle East,MT
295,Dubai Islamic Bank,DIBDMEA5E82,JPMorgan Chase,JCJPCSPOOGD,58138.38,AED,MT950,2019,Incoming,FX Settlement,Middle East,South Asia,MT
296,Wells Fargo,WFWENAPH7O1,First Abu Dhabi Bank,FADBMEA2699,13694.74,USD,MT760,2017,Outgoing,Trade Finance,North America,Middle East,MT
297,Goldman Sachs,GSGOAPYB7P0,Commercial Bank of Dubai,CBODMEA7WUU,109250.53,AUD,MT799,2019,Outgoing,Interbank Settlement,Asia Pacific,Middle East,MT
298,Bank of China,BOCBLAUE3HB,Dubai Islamic Bank,DIBDMEA5E82,78628.87,USD,MT103,2019,Outgoing,Trade Finance,Latin America,Middle East,MT
299,Morgan Stanley,MSMOAFSRT5V,Emirates NBD,ENEMMEA6RXO,213240.22,SGD,MT760,2021,Incoming,Treasury Operations,Africa,Middle East,MT
300,Deutsche Bank,DBDEAFDWKG7,Dubai Islamic Bank,DIBDMEA5E82,48228.18,EUR,MT940,2016,Outgoing,Loan Disbursement,Africa,Middle East,MT
301,Dubai Islamic Bank,DIBDMEA5E82,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,113033.91,EUR,MT103,2022,Incoming,Treasury Operations,Middle East,Middle East,MT
302,JPMorgan Chase,JCJPCSPOOGD,Dubai Islamic Bank,DIBDMEA5E82,1023.96,EUR,MT910,2018,Outgoing,Investment,Central Asia,North America,MT
303,First Abu Dhabi Bank,FADBMEA2699,First Abu Dhabi Bank,FADBMEA2699,380650.75,AED,MT799,2017,Incoming,Trade Finance,Middle East,Middle East,MT
304,Standard Chartered,SCSTSAJOP2N,Dubai Islamic Bank,DIBDMEA5E82,16441.8,USD,MT760,2022,Incoming,Loan Disbursement,South Asia,Middle East,MT
305,JPMorgan Chase,JCJPCSPOOGD,Citibank,CCITCSAWGWT,84988.01,USD,MT760,2020,Incoming,Interbank Settlement,Central Asia,South Asia,MT
306,Morgan Stanley,MSMOAFSRT5V,RAK Bank,RBRAMEAANF7,60152.89,EUR,MT799,2019,Incoming,FX Settlement,Africa,Middle East,MT
307,Bank of Tokyo-Mitsubishi UFJ,BOTUAPYWGS3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,19323.91,AED,MT202,2020,Incoming,FX Settlement,Asia Pacific,Middle East,MT
308,UBS,UBSXCAE3O4P,Dubai Islamic Bank,DIBDMEA5E82,5268.99,USD,MT799,2022,Incoming,FX Settlement,Caribbean,Caribbean,MT
309,Wells Fargo,WFWENAPH7O1,Sharjah Islamic Bank,SIBSMEAWAQ7,1185.8,USD,MT700,2020,Outgoing,Investment,North America,Middle East,MT
310,Wells Fargo,WFWENAPH7O1,Emirates NBD,ENEMMEA6RXO,71366.09,USD,MT950,2015,Outgoing,Treasury Operations,North America,Africa,MT
311,Abu Dhabi Commercial Bank,ADCBMEAD03P,RAK Bank,RBRAMEAANF7,83026.09,AUD,MT202,2015,Outgoing,Retail Payment,Middle East,Middle East,MT
312,Standard Chartered,SCSTSAJOP2N,RAK Bank,RBRAMEAANF7,5548.21,USD,MT700,2016,Outgoing,Treasury Operations,South Asia,Middle East,MT
313,Credit Suisse,CSCREUD3JR5,Emirates NBD,ENEMMEA6RXO,11612.81,USD,MT940,2020,Incoming,Loan Disbursement,Europe,Middle East,MT
314,HSBC,HSBCSAJE8V3,National Bank of Umm Al Qaiwain,NBOUMEA1ILX,35862.21,AED,MT103,2019,Outgoing,Investment,South Asia,Middle East,MT
315,HSBC,HSBCSAJE8V3,Commercial Bank of Dubai,CBODMEA7WUU,42807.16,EUR,MT799,2022,Incoming,Investment,South Asia,Middle East,MT
316,HSBC,HSBCSAJE8V3,Emirates NBD,ENEMMEA6RXO,1146660.0,JPY,MT700,2018,Outgoing,Loan Disbursement,South Asia,Europe,MT
